accession	tax_id	organism	superkingdom	phylum	class	order	family	genus	species
A0A0D6ZFH1	285983	Mesobacillus subterraneus		Bacillota	Bacilli	Bacillales	Bacillaceae	Mesobacillus	Mesobacillus subterraneus
A0A0D7X4R3	159743	Paenibacillus terrae		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus terrae
A0A0D8BSY0	1462	Geobacillus kaustophilus		Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Geobacillus	Geobacillus kaustophilus
A0A0D8C727	1462	Geobacillus kaustophilus		Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Geobacillus	Geobacillus kaustophilus
A0A0D8IBD1	84022	Clostridium aceticum		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium aceticum
A0A0D8IEG6	84022	Clostridium aceticum		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium aceticum
A0A0D8J274	1550024	Ruthenibacterium lactatiformans		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruthenibacterium	Ruthenibacterium lactatiformans
A0A0D8J4H0	1550024	Ruthenibacterium lactatiformans		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruthenibacterium	Ruthenibacterium lactatiformans
A0A0E2H3D7	999408	[Clostridium] clostridioforme 90A8		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster clostridioformis
A0A0E3K187	1548	Clostridium scatologenes		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium scatologenes
A0A0E3WH11	1073571	Paenibacillus riograndensis SBR5		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus riograndensis
A0A0E3WIP3	1073571	Paenibacillus riograndensis SBR5		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus riograndensis
A0A0E4C842	690567	Syntrophomonas zehnderi OL-4		Bacillota	Clostridia	Eubacteriales	Syntrophomonadaceae	Syntrophomonas	Syntrophomonas zehnderi
A0A0E4HCP2	1073571	Paenibacillus riograndensis SBR5		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus riograndensis
A0A0F5HJH4	1221996	Bacillus thermotolerans		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thermotolerans
A0A0F5HLQ5	1221996	Bacillus thermotolerans		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thermotolerans
A0A0F5HM16	1221996	Bacillus thermotolerans		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thermotolerans
A0A0F5HMD0	1221996	Bacillus thermotolerans		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thermotolerans
A0A0F5HNA4	1221996	Bacillus thermotolerans		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thermotolerans
A0A0F5I5C1	1221996	Bacillus thermotolerans		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thermotolerans
A0A0F5PMP7	391606	Caldanaerobacter subterraneus subsp. pacificus DSM 12653		Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobacter	Caldanaerobacter subterraneus
A0A0F7BYL3	1465	Brevibacillus laterosporus		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus laterosporus
A0A0F7C1V8	1465	Brevibacillus laterosporus		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus laterosporus
A0A0F7CH05	1333534	Paenibacillus durus ATCC 35681		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus durus
A0A0F7EJC6	1465	Brevibacillus laterosporus		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus laterosporus
A0A0G3W9U9	84022	Clostridium aceticum		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium aceticum
A0A0G8BVF9	1890302	Bacillus wiedmannii		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus wiedmannii
A0A0G8BY48	1890302	Bacillus wiedmannii		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus wiedmannii
A0A0G8C7F0	1890302	Bacillus wiedmannii		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus wiedmannii
A0A0G8EQT9	1396	Bacillus cereus		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
A0A0G8EZV1	1396	Bacillus cereus		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
A0A0H2YN63	195103	Clostridium perfringens (strain ATCC 13124 / DSM 756 / JCM 1290 / NCIMB 6125 / NCTC 8237 / Type A)		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium perfringens
A0A0H3IXI1	1262449	Clostridium pasteurianum DSM 525 = ATCC 6013		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium pasteurianum
A0A0H3IYN7	1262449	Clostridium pasteurianum DSM 525 = ATCC 6013		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium pasteurianum
A0A0H3J5Q6	1262449	Clostridium pasteurianum DSM 525 = ATCC 6013		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium pasteurianum
A0A0H3JBE7	1262449	Clostridium pasteurianum DSM 525 = ATCC 6013		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium pasteurianum
A0A0H3MYM4	645462	Clostridioides difficile (strain CD196)		Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
A0A0H4KNI1	1402861	Priestia filamentosa		Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia filamentosa
A0A0H5SII3	1564487	Herbinix hemicellulosilytica		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Herbinix	Herbinix hemicellulosilytica
A0A0J1FV54	476652	Desulfosporosinus acididurans		Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Desulfosporosinus	Desulfosporosinus acididurans
A0A0J1HL90	1392	Bacillus anthracis		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis
A0A0J1I196	1392	Bacillus anthracis		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis
A0A0J1IFN8	1397	Niallia circulans		Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia	Niallia circulans
A0A0J1IFS6	1397	Niallia circulans		Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia	Niallia circulans
A0A0J1IIZ7	1397	Niallia circulans		Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia	Niallia circulans
A0A0J1IK63	1397	Niallia circulans		Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia	Niallia circulans
A0A0J1IKC1	1397	Niallia circulans		Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia	Niallia circulans
A0A0J1IMF6	1397	Niallia circulans		Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia	Niallia circulans
A0A0J1IRJ4	476652	Desulfosporosinus acididurans		Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Desulfosporosinus	Desulfosporosinus acididurans
A0A0J1IT05	476652	Desulfosporosinus acididurans		Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Desulfosporosinus	Desulfosporosinus acididurans
A0A0J1KX70	1392	Bacillus anthracis		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis
A0A0J1LAG0	1397	Niallia circulans		Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia	Niallia circulans
A0A0J6CWC1	208199	Guptibacillus hwajinpoensis		Bacillota	Bacilli	Bacillales	Guptibacillaceae	Guptibacillus	Guptibacillus hwajinpoensis
A0A0J6CYM6	208199	Guptibacillus hwajinpoensis		Bacillota	Bacilli	Bacillales	Guptibacillaceae	Guptibacillus	Guptibacillus hwajinpoensis
A0A0J6E895	1664069	Bacillus glycinifermentans		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus glycinifermentans
A0A0J6EJF5	1664069	Bacillus glycinifermentans		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus glycinifermentans
A0A0J6ZRY4	1396	Bacillus cereus		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
A0A0J8D5J7	1121307	Clostridium cylindrosporum DSM 605		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium cylindrosporum
A0A0J8D803	1121307	Clostridium cylindrosporum DSM 605		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium cylindrosporum
A0A0J8DCP4	1121307	Clostridium cylindrosporum DSM 605		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium cylindrosporum
A0A0J9CG48	742734	[Clostridium] citroniae WAL-19142		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster citroniae
A0A0K2SL93	1555112	Limnochorda pilosa		Bacillota	Limnochordia	Limnochordales	Limnochordaceae	Limnochorda	Limnochorda pilosa
A0A0K2SPF7	1555112	Limnochorda pilosa		Bacillota	Limnochordia	Limnochordales	Limnochordaceae	Limnochorda	Limnochorda pilosa
A0A0K6GPS9	1325335	Anoxybacillus suryakundensis		Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Anoxybacillus	Anoxybacillus suryakundensis
A0A0K6LTE0	1396	Bacillus cereus		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
A0A0K8J2V0	1679721	Herbinix luporum		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Herbinix	Herbinix luporum
A0A0K9F2D5	582475	Lysinibacillus xylanilyticus		Bacillota	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus xylanilyticus
A0A0K9GQA2	1679170	Peribacillus loiseleuriae		Bacillota	Bacilli	Bacillales	Bacillaceae	Peribacillus	Peribacillus loiseleuriae
A0A0K9H0P5	1679170	Peribacillus loiseleuriae		Bacillota	Bacilli	Bacillales	Bacillaceae	Peribacillus	Peribacillus loiseleuriae
A0A0K9HKA5	1422	Geobacillus stearothermophilus		Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Geobacillus	Geobacillus stearothermophilus
A0A0K9YM28	54915	Brevibacillus reuszeri		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus reuszeri
A0A0K9YV10	54915	Brevibacillus reuszeri		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus reuszeri
A0A0K9YWB5	54915	Brevibacillus reuszeri		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus reuszeri
A0A0L0QRN4	1473	Virgibacillus pantothenticus		Bacillota	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus pantothenticus
A0A0L0QVX2	1473	Virgibacillus pantothenticus		Bacillota	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus pantothenticus
A0A0L0QW14	1473	Virgibacillus pantothenticus		Bacillota	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus pantothenticus
A0A0L0W6Q7	1503	Gottschalkia purinilytica		Bacillota	Tissierellia	Tissierellales	Gottschalkiaceae	Gottschalkia	Gottschalkia purinilytica
A0A0L0WDM7	1503	Gottschalkia purinilytica		Bacillota	Tissierellia	Tissierellales	Gottschalkiaceae	Gottschalkia	Gottschalkia purinilytica
A0A0L0WF42	1503	Gottschalkia purinilytica		Bacillota	Tissierellia	Tissierellales	Gottschalkiaceae	Gottschalkia	Gottschalkia purinilytica
A0A0L1NPN6	1428	Bacillus thuringiensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
A0A0L6JLY2	398512	Pseudobacteroides cellulosolvens ATCC 35603 = DSM 2933		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Pseudobacteroides	Pseudobacteroides cellulosolvens
A0A0L6JU58	398512	Pseudobacteroides cellulosolvens ATCC 35603 = DSM 2933		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Pseudobacteroides	Pseudobacteroides cellulosolvens
A0A0L6JU99	398512	Pseudobacteroides cellulosolvens ATCC 35603 = DSM 2933		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Pseudobacteroides	Pseudobacteroides cellulosolvens
A0A0L6JUQ3	398512	Pseudobacteroides cellulosolvens ATCC 35603 = DSM 2933		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Pseudobacteroides	Pseudobacteroides cellulosolvens
A0A0L6W5I6	281456	Thermincola ferriacetica		Bacillota	Clostridia	Eubacteriales	Thermincolaceae	Thermincola	Thermincola ferriacetica
A0A0L6Z786	1121318	Clostridium homopropionicum DSM 5847		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium homopropionicum
A0A0L6Z9P5	1121318	Clostridium homopropionicum DSM 5847		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium homopropionicum
A0A0L6ZA66	1121318	Clostridium homopropionicum DSM 5847		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium homopropionicum
A0A0L6ZBQ2	1121318	Clostridium homopropionicum DSM 5847		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium homopropionicum
A0A0L6ZEU0	1121318	Clostridium homopropionicum DSM 5847		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium homopropionicum
A0A0M0G248	189381	Rossellomorea marisflavi		Bacillota	Bacilli	Bacillales	Bacillaceae	Rossellomorea	Rossellomorea marisflavi
A0A0M0G337	189381	Rossellomorea marisflavi		Bacillota	Bacilli	Bacillales	Bacillaceae	Rossellomorea	Rossellomorea marisflavi
A0A0M0G948	1459	Sporosarcina globispora		Bacillota	Bacilli	Bacillales	Caryophanaceae	Sporosarcina	Sporosarcina globispora
A0A0M0GLI7	1459	Sporosarcina globispora		Bacillota	Bacilli	Bacillales	Caryophanaceae	Sporosarcina	Sporosarcina globispora
A0A0M0KCE5	86665	Halalkalibacterium halodurans		Bacillota	Bacilli	Bacillales	Bacillaceae	Halalkalibacterium (ex Joshi et al. 2022)	Halalkalibacterium halodurans
A0A0M0KE93	284581	Priestia koreensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia koreensis
A0A0M0KG74	86665	Halalkalibacterium halodurans		Bacillota	Bacilli	Bacillales	Bacillaceae	Halalkalibacterium (ex Joshi et al. 2022)	Halalkalibacterium halodurans
A0A0M0KN77	86665	Halalkalibacterium halodurans		Bacillota	Bacilli	Bacillales	Bacillaceae	Halalkalibacterium (ex Joshi et al. 2022)	Halalkalibacterium halodurans
A0A0M0L9H5	284581	Priestia koreensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia koreensis
A0A0M0LBN4	263475	Viridibacillus arvi		Bacillota	Bacilli	Bacillales	Caryophanaceae	Viridibacillus	Viridibacillus arvi
A0A0M1NJL9	1705565	Paenibacillus solani		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus solani
A0A0M1NZG1	1705565	Paenibacillus solani		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus solani
A0A0M1P3V4	1705565	Paenibacillus solani		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus solani
A0A0M1Q4C5	1406	Paenibacillus polymyxa		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus polymyxa
A0A0M2EDG5	561879	Bacillus safensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis
A0A0M2FW49	1408	Bacillus pumilus		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pumilus
A0A0M2ST23	1408103	Mesobacillus campisalis		Bacillota	Bacilli	Bacillales	Bacillaceae	Mesobacillus	Mesobacillus campisalis
A0A0M2SV91	1408103	Mesobacillus campisalis		Bacillota	Bacilli	Bacillales	Bacillaceae	Mesobacillus	Mesobacillus campisalis
A0A0M2SW83	1408103	Mesobacillus campisalis		Bacillota	Bacilli	Bacillales	Bacillaceae	Mesobacillus	Mesobacillus campisalis
A0A0M2SWW4	1408103	Mesobacillus campisalis		Bacillota	Bacilli	Bacillales	Bacillaceae	Mesobacillus	Mesobacillus campisalis
A0A0M2SX97	1408103	Mesobacillus campisalis		Bacillota	Bacilli	Bacillales	Bacillaceae	Mesobacillus	Mesobacillus campisalis
A0A0M2T178	1408103	Mesobacillus campisalis		Bacillota	Bacilli	Bacillales	Bacillaceae	Mesobacillus	Mesobacillus campisalis
A0A0M3DEV2	1629550	Paraclostridium benzoelyticum		Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Paraclostridium	Paraclostridium benzoelyticum
A0A0M3RAZ5	1441095	Bacillus gobiensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus gobiensis
A0A0M4FV62	1441095	Bacillus gobiensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus gobiensis
A0A0M4FYB8	1441095	Bacillus gobiensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus gobiensis
A0A0M6WKF1	301302	Roseburia faecis		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia faecis
A0A0M6WY77	360807	Roseburia inulinivorans		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia inulinivorans
A0A0M9BRE8	1705561	Paenibacillus xylanivorans		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus xylanivorans
A0A0M9DK13	33935	Lysinibacillus macroides		Bacillota	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus macroides
A0A0N0C5B0	1705561	Paenibacillus xylanivorans		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus xylanivorans
A0A0N8PPP3	471514	Alicyclobacillus ferrooxydans		Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus ferrooxydans
A0A0P6W3B0	218284	Rossellomorea vietnamensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Rossellomorea	Rossellomorea vietnamensis
A0A0P6WD89	218284	Rossellomorea vietnamensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Rossellomorea	Rossellomorea vietnamensis
A0A0P8W8G8	36849	Oxobacter pfennigii		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Oxobacter	Oxobacter pfennigii
A0A0P8Y7M3	36849	Oxobacter pfennigii		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Oxobacter	Oxobacter pfennigii
A0A0P9CI43	471514	Alicyclobacillus ferrooxydans		Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus ferrooxydans
A0A0P9D1K1	471514	Alicyclobacillus ferrooxydans		Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus ferrooxydans
A0A0P9F2I3	471514	Alicyclobacillus ferrooxydans		Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus ferrooxydans
A0A0Q3QMZ3	1637975	Cytobacillus solani		Bacillota	Bacilli	Bacillales	Bacillaceae	Cytobacillus	Cytobacillus solani
A0A0Q3TIZ2	157838	Heyndrickxia shackletonii		Bacillota	Bacilli	Bacillales	Bacillaceae	Heyndrickxia	Heyndrickxia shackletonii
A0A0Q3VH35	1637975	Cytobacillus solani		Bacillota	Bacilli	Bacillales	Bacillaceae	Cytobacillus	Cytobacillus solani
A0A0Q3VH83	1637975	Cytobacillus solani		Bacillota	Bacilli	Bacillales	Bacillaceae	Cytobacillus	Cytobacillus solani
A0A0Q3WQJ9	157838	Heyndrickxia shackletonii		Bacillota	Bacilli	Bacillales	Bacillaceae	Heyndrickxia	Heyndrickxia shackletonii
A0A0Q3WVW7	157838	Heyndrickxia shackletonii		Bacillota	Bacilli	Bacillales	Bacillaceae	Heyndrickxia	Heyndrickxia shackletonii
A0A0Q9XMF3	217031	Lederbergia galactosidilytica		Bacillota	Bacilli	Bacillales	Bacillaceae	Lederbergia	Lederbergia galactosidilytica
A0A0Q9Y577	217031	Lederbergia galactosidilytica		Bacillota	Bacilli	Bacillales	Bacillaceae	Lederbergia	Lederbergia galactosidilytica
A0A0R3JV29	908809	Caloramator mitchellensis		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Caloramator	Caloramator mitchellensis
A0A0S2W311	1297617	Intestinimonas butyriciproducens		Bacillota	Clostridia	Eubacteriales		Intestinimonas	Intestinimonas butyriciproducens
A0A0S6U1U3	1407017	Clostridium botulinum B str. Osaka05		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium botulinum
A0A0S6U2K8	1407017	Clostridium botulinum B str. Osaka05		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium botulinum
A0A0S6U6F7	1407017	Clostridium botulinum B str. Osaka05		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium botulinum
A0A0S6U8B3	1325331	Moorella thermoacetica Y72		Bacillota	Clostridia	Neomoorellales	Neomoorellaceae	Neomoorella	Neomoorella thermoacetica
A0A0S6U9R7	1325331	Moorella thermoacetica Y72		Bacillota	Clostridia	Neomoorellales	Neomoorellaceae	Neomoorella	Neomoorella thermoacetica
A0A0T6BJG1	1664069	Bacillus glycinifermentans		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus glycinifermentans
A0A0T6BM40	1664069	Bacillus glycinifermentans		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus glycinifermentans
A0A0U1KUJ4	2378	Sporomusa ovata		Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa ovata
A0A0U1L579	2378	Sporomusa ovata		Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa ovata
A0A0U1L5H4	2378	Sporomusa ovata		Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa ovata
A0A0U1NU15	1499688	Neobacillus massiliamazoniensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Neobacillus	Neobacillus massiliamazoniensis
A0A0U1NU34	1499688	Neobacillus massiliamazoniensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Neobacillus	Neobacillus massiliamazoniensis
A0A0U1QMZ4	1069536	Sporolactobacillus inulinus CASD		Bacillota	Bacilli	Bacillales	Sporolactobacillaceae	Sporolactobacillus	Sporolactobacillus inulinus
A0A0U2VLD2	162209	Paenibacillus naphthalenovorans		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus naphthalenovorans
A0A0U2WAE4	162209	Paenibacillus naphthalenovorans		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus naphthalenovorans
A0A0U3WHA9	1472767	Lentibacillus amyloliquefaciens		Bacillota	Bacilli	Bacillales	Bacillaceae	Lentibacillus	Lentibacillus amyloliquefaciens
A0A0U5C4R2	1500254	Aneurinibacillus soli		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus soli
A0A0U5C8P0	1500254	Aneurinibacillus soli		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus soli
A0A0U9HEL5	171693	Oceanobacillus picturae		Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus picturae
A0A0V8GKT0	296995	Exiguobacterium indicum		Bacillota	Bacilli	Bacillales		Exiguobacterium	Exiguobacterium indicum
A0A0V8H8H9	1402860	[Bacillus] enclensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Rossellomorea	[Bacillus] enclensis
A0A0V8IZX5	1017270	Fictibacillus enclensis		Bacillota	Bacilli	Bacillales	Fictibacillaceae	Fictibacillus	Fictibacillus enclensis
A0A0V8J019	1017270	Fictibacillus enclensis		Bacillota	Bacilli	Bacillales	Fictibacillaceae	Fictibacillus	Fictibacillus enclensis
A0A0V8JA77	1017270	Fictibacillus enclensis		Bacillota	Bacilli	Bacillales	Fictibacillaceae	Fictibacillus	Fictibacillus enclensis
A0A0V8JQ00	1414648	Priestia veravalensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia veravalensis
