accession	superkingdom	phylum	class	order	family	genus	species
JAPDOD010000026.1		Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Solirubrobacter ginsenosidimutans
NQWI01000093.1		Chloroflexota	Chloroflexia	Chloroflexales	Oscillochloridaceae	Candidatus Viridilinea	Candidatus Viridilinea mediisalina
QPMM01000001.1		Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga silvatica
CP040396.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus algicola
FODD01000001.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Actinacidiphila	Actinacidiphila rubida
FRCH01000006.1		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Rhodanobacter	Rhodanobacter sp. OK091
LR130778.1		Bacillota	Clostridia	Lachnospirales	Vallitaleaceae	Petrocella	Petrocella atlantisensis
AP017313.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter gotjawali
BJVJ01000013.1		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia sulfidoxydans
CP010054.1		Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter sp. DG25B
FN554889.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces scabiei
JACHYH010000001.1		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Luteibacter	Luteibacter sp. Sphag1AF
KQ948209.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces yokosukanensis
NNBL01000010.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. CB01635
RXNR01000020.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus telephonicus
CP029556.1		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Solilutibacter	Solilutibacter oculi
FNHV01000002.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. cf386
FNIL01000005.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Alkalicoccus	Alkalicoccus daliensis
JAGGPB010000005.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. ISL-98
MSZX01000002.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus selenitireducens
FNON01000004.1		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis xylanica
MTCA01000022.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. FPG59
SDSC01000002.1		Bacillota	Bacilli	Bacillales	Staphylococcaceae	Macrococcus	Macrococcus sp. DPC7161
VAUW01000016.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter sp. ACAM166
CP022310.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces calvus
FBWL01000161.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. C105KSO13
LGDV01000118.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. MMG1121
AL645882.2		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces coelicolor
BA000030.4		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces avermitilis
CP002000.1		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis mediterranei
JAAGMY010000517.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. SID8111
LIPF01000006.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. CB02414
MLYO01000032.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces monashensis
BJYL01000052.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Sporosarcina	Sporosarcina luteola
BMSA01000014.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces phaeofaciens
CP003410.1		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis orientalis
CP022961.1		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Plantactinospora	Plantactinospora sp. KBS50
CP029601.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. WAC 01438
JACGAG010000016.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. cel8
JPRF03000025.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Kitasatospora	Kitasatospora aureofaciens
MUNP01000030.1		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Rhodanobacter	Rhodanobacter sp. C06
BAOS01000028.1		Planctomycetota	Candidatus Brocadiia	Candidatus Brocadiales	Candidatus Scalinduaceae	Candidatus Scalindua	Candidatus Scalindua japonica
CP009313.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces nodosus
CP097562.1		Deferribacterota	Deferribacteres	Deferribacterales	Mucispirillaceae	Mucispirillum	Mucispirillum schaedleri
JTDV01000008.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Neotamlana	Neotamlana nanhaiensis
QLSZ01000002.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium aciduliphilum
AJLS01000116.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Neobacillus	Neobacillus bataviensis
BMMU01000001.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces lacrimifluminis
FMZA01000010.1		Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Melghirimyces	Melghirimyces thermohalophilus
WJEE01000051.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Gracilibacillus	Gracilibacillus thailandensis
JAERRK010000003.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces actinomycinicus
JAOUPR010000024.1		Gemmatimonadota					Gemmatimonadota bacterium
KI535285.1		Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae		[Eubacterium] brachy
KZ984560.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. YIM 130001
SLXV01000009.1		Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Baia	Baia soyae
SUME01000010.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium olei
WVHT01000006.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Hufsiella	Hufsiella arboris
CP048649.1		Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae	Aminipila	Aminipila butyrica
JFCB01000005.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces toyocaensis
LIWB01000008.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. CB02400
CP017774.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium commune
CP023407.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces fungicidicus
CP040694.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia sp. JS20170427COW
KN196470.1		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Oleiagrimonas	Oleiagrimonas soli
LGCN01000231.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces caelestis
MTSE01000026.1		Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter crusticola
WOVL01000001.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. NEAU-GSW1
CP027806.1		Balneolota	Balneolia	Balneolales	Cyclonatronaceae	Cyclonatronum	Cyclonatronum proteinivorum
JPUW01000018.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus sp. BF-4
LR778135.1		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae		Ruminococcaceae bacterium BL-6
WKJI01000007.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter puniceum
CP074402.1		Actinomycetota	Actinomycetes	Streptosporangiales	Nocardiopsidaceae	Nocardiopsis	Nocardiopsis eucommiae
FOLQ01000011.1		Bacteroidota	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Spirosoma endophyticum
SMKW01000036.1		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	Saccharopolyspora elongata
BMRB01000003.1		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Actinokineospora	Actinokineospora fastidiosa
CP040605.1		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	Saccharopolyspora sp. ASAGF58
JACBJI010000008.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium agri
NMPS01000212.1		Bacteroidota	Cytophagia	Cytophagales	Cytophagaceae	Siphonobacter	Siphonobacter sp. BAB-5385
CP015614.1		Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas naejangsanensis
JAGIAG010000013.1		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dokdonella	Dokdonella sp.
KQ948744.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces griseorubiginosus
CP017761.1		Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Marinilactibacillus	Marinilactibacillus sp. 15R
FWYF01000003.1		Bacteroidota	Cytophagia	Cytophagales	Reichenbachiellaceae	Reichenbachiella	Reichenbachiella faecimaris
NFMB01000004.1		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Flavonifractor	Flavonifractor sp. An10
RBZM01000005.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Cohnella	Cohnella endophytica
JAALGD010000015.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus sp. SYP-B805
JH594436.1		Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae		[Eubacterium] infirmum
LVWE01000041.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter atrinae
CP009110.1		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis methanolica
FRCF01000019.1		Bacillota	Bacilli	Bacillales	Salinicoccaceae	Lacicoccus	Lacicoccus alkaliphilus
SRHY01000015.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Lentibacillus	Lentibacillus salicampi
JACHHP010000001.1		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Chiayiivirga	Chiayiivirga flava
LLWP01000004.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter sp. Hv1
LMKM01000012.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter sp. Leaf216
QPJD01000020.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus prosopidis
RAYO01000014.1							bacterium 1xD42-67
SAYW01000001.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter chitinilyticus
SDLI01000009.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Ammoniphilus	Ammoniphilus sp. CFH 90114
SOMN01000007.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Cohnella	Cohnella luojiensis
AP018560.1		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Aerosticca	Aerosticca soli
BAXA01000001.1		Bacillota	Bacilli	Bacillales		Geomicrobium	Geomicrobium sp. JCM 19038
BMQQ01000011.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces purpureus
CP010849.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces cyaneogriseus
JAALLT010000001.1		Balneolota	Balneolia	Balneolales	Balneolaceae	Halalkalibaculum	Halalkalibaculum roseum
JADEYC010000014.1		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	Saccharopolyspora montiporae
MASU01000014.1		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Prauserella	Prauserella flavalba
MSLS01000001.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. MRMR6
BBLT01000009.1		Bacteroidota	Cytophagia	Cytophagales	Cytophagaceae	Sporocytophaga	Sporocytophaga myxococcoides
CP001874.1		Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Thermobispora	Thermobispora bispora
CP002547.1		Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Syntrophobotulus	Syntrophobotulus glycolicus
LIWA01000001.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. CB01883
LQAQ01000088.1		Bacteroidota	Cytophagia	Cytophagales	Flammeovirgaceae	Flammeovirga	Flammeovirga sp. SJP92
RSAA01000004.1		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	Saccharopolyspora rhizosphaerae
BMTP01000004.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces lavendofoliae
FWZW01000012.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. Amel2xC10
WIXO01000001.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces taklimakanensis
BMKM01000002.1							
BMOS01000040.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus indicireducens
BMXL01000032.1		Actinomycetota	Actinomycetes	Streptosporangiales	Nocardiopsidaceae	Nocardiopsis	Nocardiopsis kunsanensis
MVBC01000001.1		Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter sp. CRA2
CP032157.1		Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Paraflavitalea	Paraflavitalea soli
CP076443.1		Bacillota	Bacilli	Bacillales	Gemellaceae	Gemella	Gemella sp. zg-570
FOJW01000019.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Lentibacillus	Lentibacillus halodurans
JACCKA010000091.1		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Luteimonas	Luteimonas salinisoli
LWBR01000008.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Aeribacillus	Aeribacillus pallidus
MLYR01000038.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. MUM 116
CP000386.1		Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	Rubrobacter xylanophilus
AP018365.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Actinacidiphila	Actinacidiphila reveromycinica
FR891916.1		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia sp. CAG:380
FRCF01000003.1		Bacillota	Bacilli	Bacillales	Salinicoccaceae	Lacicoccus	Lacicoccus alkaliphilus
JAASRN010000002.1		Bacteroidota	Cytophagia	Cytophagales	Thermonemataceae	Thermonema	Thermonema lapsum
JAEMHM010000019.1		Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geomesophilobacter	Geomesophilobacter sediminis
KQ257813.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces acidiscabies
JADKPN010000017.1		Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides islandensis
MUNX01000080.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. A45
CM009896.1		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Butyrivibrio	Butyrivibrio fibrisolvens
JAAKGO010000005.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium sp. SGG-5
JACOGI010000001.1		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Neobittarella (ex Bilen et al. 2018)	Neobittarella massiliensis (ex Bilen et al. 2018)
MAYW01000040.1		Planctomycetota	Candidatus Brocadiia	Candidatus Brocadiales	Candidatus Scalinduaceae	Candidatus Scalindua	Candidatus Scalindua rubra
RPRY01000319.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. WAC06614
APML01000012.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Gracilibacillus	Gracilibacillus halophilus
BMQA01000016.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces brasiliensis
KI535368.1		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Catonella	Catonella morbi
SPQX01000001.1		Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas sp. S30B
WOWS01000005.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella endarachnes
CP029187.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium pallidum
CP060784.1		Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter qilianensis
FWXO01000001.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	Cellulophaga tyrosinoxydans
JXRP01000017.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Jeotgalibacillus	Jeotgalibacillus soli
AMZY02000019.1		Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae	Mariniradius	Mariniradius saccharolyticus
JABFVL010000014.1		Actinomycetota	Actinomycetes	Mycobacteriales			Mycobacteriales bacterium
LR734808.1		Bacteroidota	Cytophagia	Cytophagales	Reichenbachiellaceae	Marinoscillum	Marinoscillum sp. 108
CP060394.1		Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Alloacidobacterium	Alloacidobacterium dinghuense
DUZT01000045.1		Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales			Desulfuromonadales bacterium
CP060696.1		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	Caproicibacterium amylolyticum
GG657757.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces viridochromogenes
LGDW01000479.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. NRRL WC-3618
LMIZ01000016.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. Root264
CP006259.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces collinus
JACXAA010000015.1		Bacteroidota	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Spirosoma validum
RJJR01000005.1		Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Hanamia	Hanamia caeni
VFPO01000001.1		Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura	Actinomadura hallensis
VOSB01000011.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Psychroserpens	Psychroserpens burtonensis
CP015400.2		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae		Hungateiclostridiaceae bacterium KB18
FWXS01000005.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Moheibacter	Moheibacter sediminis
JAIVHB010000088.1		Rhodothermota	Rhodothermia	Rhodothermales	Rhodothermaceae		Rhodothermaceae bacterium
BMER01000002.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Parapedobacter	Parapedobacter pyrenivorans
RKRC01000001.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. Ag109_G2-6
FCOR01000007.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Apibacter	Apibacter mensalis
QOVY01000001.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium sp. SC28
RAYU01000004.1							bacterium 1XD42-8
AEJB01000583.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces turgidiscabies
CP026121.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. Go-475
FNFF01000020.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces indicus
LIYH01000006.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. CB03234
MAKX01000041.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum soleae
SLUL01000015.1		Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Thermolongibacillus	Thermolongibacillus altinsuensis
VBWP01000003.1		Bacillota	Culicoidibacteria	Culicoidibacterales	Culicoidibacteraceae	Culicoidibacter	Culicoidibacter larvae
VLKH01000011.1		Bacillota	Tissierellia			Sedimentibacter	Sedimentibacter saalensis
JABFWE010000563.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae		Streptomycetaceae bacterium
KQ948034.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces cellostaticus
WVHT01000007.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Hufsiella	Hufsiella arboris
BMUE01000011.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces lucensis
